ID,Recency,Frequency,Monetary,Age,Age Group,Country,R,F,M,RFMGroup,RFMScore,RFM_loyalty_level,Clusters
7453,46,7,327,68,Baby Boomers,SP,2,3,2,232,7,Gold,0
7458,26,6,66,66,Baby Boomers,AUS,2,3,3,233,8,Silver,0
7462,67,14,294,68,Baby Boomers,CA,3,2,3,323,8,Silver,3
7476,93,15,1245,58,Baby Boomers,SA,4,1,1,411,6,Platinum,1
7485,48,6,103,72,Baby Boomers,SA,2,3,3,233,8,Silver,0
7488,30,18,621,59,Baby Boomers,SP,2,1,2,212,5,Platinum,2
7494,11,10,249,72,Baby Boomers,CA,1,3,3,133,7,Gold,0
7495,72,7,136,74,Baby Boomers,SP,3,3,3,333,9,Silver,3
7500,33,16,484,55,Gen X,SP,2,1,2,212,5,Platinum,2
7503,40,14,1916,46,Gen X,GER,2,2,1,221,5,Platinum,2
7505,24,3,32,65,Baby Boomers,SP,1,4,4,144,9,Silver,0
7514,74,7,128,66,Baby Boomers,AUS,3,3,3,333,9,Silver,3
7516,30,5,19,39,Millennials,GER,2,4,4,244,10,Bronze,0
7521,57,15,1277,70,Baby Boomers,CA,3,1,1,311,5,Platinum,1
7527,97,5,41,54,Gen X,SP,4,4,4,444,12,Bronze,3
7530,48,6,103,72,Baby Boomers,SP,2,3,3,233,8,Silver,0
7532,26,7,112,42,Gen X,GER,2,3,3,233,8,Silver,0
7533,15,8,177,58,Baby Boomers,CA,1,3,3,133,7,Gold,0
7540,52,10,218,70,Baby Boomers,SP,3,3,3,333,9,Silver,3
7573,12,4,49,44,Gen X,GER,1,4,3,143,8,Silver,0
7574,80,5,24,43,Gen X,SA,4,4,4,444,12,Bronze,3
7592,86,8,174,76,Pre Boomers,SP,4,3,3,433,10,Bronze,3
7600,13,4,7,30,Millennials,CA,1,4,4,144,9,Silver,0
7610,32,11,361,39,Millennials,SP,2,2,2,222,6,Platinum,0
7613,97,11,278,48,Gen X,SP,4,2,3,423,9,Silver,3
7617,83,7,133,48,Gen X,SP,4,3,3,433,10,Bronze,3
7620,71,4,32,32,Millennials,IND,3,4,4,344,11,Bronze,3
7627,25,10,1797,47,Gen X,SP,2,3,1,231,6,Platinum,2
7628,10,6,59,49,Gen X,SP,1,3,3,133,7,Gold,0
7629,46,5,17,45,Gen X,SP,2,4,4,244,10,Bronze,0
7631,34,15,788,44,Gen X,IND,2,1,2,212,5,Platinum,2
7646,70,17,563,33,Millennials,SP,3,1,2,312,6,Platinum,1
7679,48,4,21,37,Millennials,SP,2,4,4,244,10,Bronze,0
7683,80,17,702,54,Gen X,SP,4,1,2,412,7,Gold,1
7685,4,6,50,44,Gen X,SP,1,3,3,133,7,Gold,0
7698,81,8,177,46,Gen X,IND,4,3,3,433,10,Bronze,3
7699,30,6,204,53,Gen X,CA,2,3,3,233,8,Silver,0
7706,88,16,643,47,Gen X,CA,4,1,2,412,7,Gold,1
7712,68,16,458,76,Pre Boomers,US,3,1,2,312,6,Platinum,1
7718,36,6,565,75,Baby Boomers,SP,2,3,2,232,7,Gold,0
7723,56,14,1176,43,Gen X,GER,3,2,1,321,6,Platinum,1
7725,33,11,454,57,Baby Boomers,IND,2,2,2,222,6,Platinum,0
7732,81,17,417,44,Gen X,SP,4,1,2,412,7,Gold,1
7736,36,4,30,36,Millennials,SP,2,4,4,244,10,Bronze,0
7755,91,13,392,68,Baby Boomers,SP,4,2,2,422,8,Silver,3
7761,71,7,48,44,Gen X,AUS,3,3,3,333,9,Silver,3
7786,22,7,134,36,Millennials,SP,1,3,3,133,7,Gold,0
7787,83,17,689,62,Baby Boomers,CA,4,1,2,412,7,Gold,1
7788,53,3,9,39,Millennials,SP,3,4,4,344,11,Bronze,3
7789,96,16,1585,57,Baby Boomers,SP,4,1,1,411,6,Platinum,1
7791,89,4,19,55,Gen X,SA,4,4,4,444,12,Bronze,3
7793,12,17,732,46,Gen X,SP,1,1,2,112,4,Platinum,2
7798,28,12,310,50,Gen X,CA,2,2,2,222,6,Platinum,0
7801,87,16,531,63,Baby Boomers,SA,4,1,2,412,7,Gold,1
7807,26,10,204,48,Gen X,SP,2,3,3,233,8,Silver,0
7822,56,12,468,46,Gen X,SP,3,2,2,322,7,Gold,1
7828,29,8,593,41,Gen X,SA,2,3,2,232,7,Gold,0
7829,99,4,29,122,Pre Boomers,IND,4,4,4,444,12,Bronze,3
7832,30,15,1380,63,Baby Boomers,SP,2,1,1,211,4,Platinum,2
7842,54,6,59,54,Gen X,SP,3,3,3,333,9,Silver,3
7848,17,8,251,48,Gen X,IND,1,3,3,133,7,Gold,0
7849,12,15,684,52,Gen X,SP,1,1,2,112,4,Platinum,2
7851,60,14,414,73,Baby Boomers,SP,3,2,2,322,7,Gold,1
7861,23,14,1119,70,Baby Boomers,SP,1,2,1,121,4,Platinum,2
7872,7,12,473,47,Gen X,SP,1,2,2,122,5,Platinum,2
7873,30,11,266,49,Gen X,CA,2,2,3,223,7,Gold,0
7875,46,17,1584,73,Baby Boomers,AUS,2,1,1,211,4,Platinum,2
7881,21,19,841,76,Pre Boomers,SP,1,1,2,112,4,Platinum,2
7892,89,5,35,53,Gen X,US,4,4,4,444,12,Bronze,3
7899,70,8,1610,70,Baby Boomers,AUS,3,3,1,331,7,Gold,1
7901,39,3,15,51,Gen X,AUS,2,4,4,244,10,Bronze,0
7912,69,5,50,44,Gen X,US,3,4,3,343,10,Bronze,3
7919,2,18,2043,46,Gen X,SP,1,1,1,111,3,Platinum,2
7922,29,21,891,71,Baby Boomers,SA,2,1,1,211,4,Platinum,2
7930,74,9,190,53,Gen X,SP,3,3,3,333,9,Silver,3
7937,86,6,42,40,Millennials,SP,4,3,4,434,11,Bronze,3
7938,92,13,424,64,Baby Boomers,GER,4,2,2,422,8,Silver,1
7943,40,4,24,47,Gen X,SA,2,4,4,244,10,Bronze,0
7947,99,4,32,53,Gen X,SP,4,4,4,444,12,Bronze,3
7959,19,8,1221,61,Baby Boomers,SP,1,3,1,131,5,Platinum,2
7960,89,16,1106,60,Baby Boomers,SP,4,1,1,411,6,Platinum,1
7962,1,8,1755,35,Millennials,SP,1,3,1,131,5,Platinum,2
7966,48,22,1043,63,Baby Boomers,SP,2,1,1,211,4,Platinum,1
7972,79,12,951,67,Baby Boomers,SP,4,2,1,421,7,Gold,1
7987,96,14,411,53,Gen X,CA,4,2,2,422,8,Silver,1
7990,2,3,12,75,Baby Boomers,CA,1,4,4,144,9,Silver,0
7998,77,4,78,64,Baby Boomers,IND,4,4,3,443,11,Bronze,3
7999,17,10,1669,67,Baby Boomers,SP,1,3,1,131,5,Platinum,2
8008,54,6,76,39,Millennials,SP,3,3,3,333,9,Silver,3
8015,88,13,1185,60,Baby Boomers,SP,4,2,1,421,7,Gold,1
8017,83,5,41,41,Gen X,SA,4,4,4,444,12,Bronze,3
8026,10,10,251,70,Baby Boomers,CA,1,3,3,133,7,Gold,0
8029,27,10,1568,34,Millennials,US,2,3,1,231,6,Platinum,2
8036,10,6,45,51,Gen X,SP,1,3,3,133,7,Gold,0
8041,35,13,819,51,Gen X,SA,2,2,2,222,6,Platinum,2
8070,98,8,242,49,Gen X,SP,4,3,3,433,10,Bronze,3
8079,86,5,12,40,Millennials,SA,4,4,4,444,12,Bronze,3
8080,50,3,12,36,Millennials,IND,2,4,4,244,10,Bronze,0
8082,75,3,10,51,Gen X,AUS,4,4,4,444,12,Bronze,3
8086,34,5,50,63,Baby Boomers,SA,2,4,3,243,9,Silver,0
8091,50,12,975,66,Baby Boomers,IND,2,2,1,221,5,Platinum,1
8093,72,10,812,53,Gen X,SP,3,3,2,332,8,Silver,1
8104,32,10,253,71,Baby Boomers,SP,2,3,3,233,8,Silver,0
8132,88,17,636,47,Gen X,GER,4,1,2,412,7,Gold,1
8135,41,4,34,36,Millennials,SA,2,4,4,244,10,Bronze,0
8140,51,6,53,49,Gen X,AUS,3,3,3,333,9,Silver,3
8143,49,9,250,37,Millennials,SP,2,3,3,233,8,Silver,0
8146,84,3,38,46,Gen X,SA,4,4,4,444,12,Bronze,3
8147,40,5,39,62,Baby Boomers,SP,2,4,4,244,10,Bronze,0
8148,88,18,555,66,Baby Boomers,SA,4,1,2,412,7,Gold,1
8151,6,7,73,32,Millennials,SP,1,3,3,133,7,Gold,0
8159,10,7,139,54,Gen X,SP,1,3,3,133,7,Gold,0
8162,88,4,16,66,Baby Boomers,SP,4,4,4,444,12,Bronze,3
8164,13,12,1767,44,Gen X,SA,1,2,1,121,4,Platinum,2
8175,71,6,104,30,Millennials,SA,3,3,3,333,9,Silver,3
8180,53,11,288,70,Baby Boomers,US,3,2,3,323,8,Silver,3
8181,42,7,112,44,Gen X,SP,2,3,3,233,8,Silver,0
8182,91,7,105,38,Millennials,CA,4,3,3,433,10,Bronze,3
8204,93,13,1070,51,Gen X,GER,4,2,1,421,7,Gold,1
8207,18,4,37,65,Baby Boomers,CA,1,4,4,144,9,Silver,0
8210,64,12,338,47,Gen X,SP,3,2,2,322,7,Gold,3
8212,89,7,127,51,Gen X,SP,4,3,3,433,10,Bronze,3
8213,71,5,19,42,Gen X,SP,3,4,4,344,11,Bronze,3
8216,7,7,234,50,Gen X,AUS,1,3,3,133,7,Gold,0
8230,28,5,55,42,Gen X,SP,2,4,3,243,9,Silver,0
8233,9,14,534,72,Baby Boomers,CA,1,2,2,122,5,Platinum,2
8234,13,3,14,49,Gen X,SP,1,4,4,144,9,Silver,0
8235,8,16,672,66,Baby Boomers,SA,1,1,2,112,4,Platinum,2
8254,48,3,16,48,Gen X,GER,2,4,4,244,10,Bronze,0
8268,23,13,379,61,Baby Boomers,CA,1,2,2,122,5,Platinum,2
8275,6,3,19,57,Baby Boomers,SP,1,4,4,144,9,Silver,0
8278,3,13,1493,32,Millennials,SP,1,2,1,121,4,Platinum,2
8286,55,7,116,57,Baby Boomers,SA,3,3,3,333,9,Silver,3
8299,46,4,57,33,Millennials,SA,2,4,3,243,9,Silver,0
8310,96,17,1219,58,Baby Boomers,SP,4,1,1,411,6,Platinum,1
8312,80,5,17,61,Baby Boomers,SP,4,4,4,444,12,Bronze,3
8314,30,12,1447,40,Millennials,SP,2,2,1,221,5,Platinum,2
8315,65,3,17,27,Millennials,US,3,4,4,344,11,Bronze,3
8318,7,13,1514,43,Gen X,SP,1,2,1,121,4,Platinum,2
8334,34,6,111,51,Gen X,SP,2,3,3,233,8,Silver,0
8341,22,3,21,53,Gen X,SP,1,4,4,144,9,Silver,0
8346,26,8,188,48,Gen X,SP,2,3,3,233,8,Silver,0
8360,76,8,164,51,Gen X,SP,4,3,3,433,10,Bronze,3
8362,9,13,1900,40,Millennials,SA,1,2,1,121,4,Platinum,2
8369,21,2,10,35,Millennials,SP,1,4,4,144,9,Silver,0
8370,50,13,734,46,Gen X,CA,2,2,2,222,6,Platinum,1
8372,81,3,13,48,Gen X,SA,4,4,4,444,12,Bronze,3
8373,94,4,10,43,Gen X,CA,4,4,4,444,12,Bronze,3
8375,63,14,475,54,Gen X,AUS,3,2,2,322,7,Gold,1
8387,68,9,218,65,Baby Boomers,SP,3,3,3,333,9,Silver,3
8395,48,15,1282,61,Baby Boomers,SA,2,1,1,211,4,Platinum,1
8397,82,3,23,71,Baby Boomers,SP,4,4,4,444,12,Bronze,3
8402,40,15,586,69,Baby Boomers,AUS,2,1,2,212,5,Platinum,2
8405,83,9,211,43,Gen X,SA,4,3,3,433,10,Bronze,3
8414,76,6,68,60,Baby Boomers,SP,4,3,3,433,10,Bronze,3
8416,19,5,27,41,Gen X,US,1,4,4,144,9,Silver,0
8418,60,5,34,64,Baby Boomers,GER,3,4,4,344,11,Bronze,3
8420,27,6,24,52,Gen X,SP,2,3,4,234,9,Silver,0
8427,78,17,1287,66,Baby Boomers,SP,4,1,1,411,6,Platinum,1
8430,4,3,15,65,Baby Boomers,AUS,1,4,4,144,9,Silver,0
8432,0,17,625,66,Baby Boomers,SP,1,1,2,112,4,Platinum,2
8439,97,10,830,58,Baby Boomers,SP,4,3,2,432,9,Silver,1
8442,63,4,16,37,Millennials,CA,3,4,4,344,11,Bronze,3
8443,16,5,28,50,Gen X,SA,1,4,4,144,9,Silver,0
8461,3,3,15,60,Baby Boomers,SP,1,4,4,144,9,Silver,0
8462,52,3,15,44,Gen X,SP,3,4,4,344,11,Bronze,3
8477,61,4,19,66,Baby Boomers,SP,3,4,4,344,11,Bronze,3
8486,27,13,336,51,Gen X,SP,2,2,2,222,6,Platinum,2
8492,25,18,1340,44,Gen X,SP,2,1,1,211,4,Platinum,2
8504,70,12,978,49,Gen X,GER,3,2,1,321,6,Platinum,1
8514,59,4,15,46,Gen X,SP,3,4,4,344,11,Bronze,3
8523,39,7,41,54,Gen X,CA,2,3,4,234,9,Silver,0
8524,15,6,73,48,Gen X,SP,1,3,3,133,7,Gold,0
8527,37,12,365,57,Baby Boomers,SP,2,2,2,222,6,Platinum,0
8534,51,19,902,70,Baby Boomers,SP,3,1,1,311,5,Platinum,1
8537,60,10,1159,73,Baby Boomers,SP,3,3,1,331,7,Gold,1
8541,98,6,22,32,Millennials,SP,4,3,4,434,11,Bronze,3
8545,6,12,1624,68,Baby Boomers,SP,1,2,1,121,4,Platinum,2
8553,65,4,39,57,Baby Boomers,SP,3,4,4,344,11,Bronze,3
8557,57,5,36,40,Millennials,AUS,3,4,4,344,11,Bronze,3
8560,94,13,523,30,Millennials,CA,4,2,2,422,8,Silver,1
8562,72,9,204,53,Gen X,SP,3,3,3,333,9,Silver,3
8566,10,3,8,61,Baby Boomers,SP,1,4,4,144,9,Silver,0
8581,4,18,704,51,Gen X,SP,1,1,2,112,4,Platinum,2
8584,54,9,891,70,Baby Boomers,SP,3,3,1,331,7,Gold,1
8588,92,10,246,61,Baby Boomers,GER,4,3,3,433,10,Bronze,3
8594,25,6,118,64,Baby Boomers,SP,2,3,3,233,8,Silver,0
8595,99,4,61,49,Gen X,AUS,4,4,3,443,11,Bronze,3
8601,3,13,1033,42,Gen X,AUS,1,2,1,121,4,Platinum,2
8602,97,18,737,58,Baby Boomers,SP,4,1,2,412,7,Gold,1
8605,36,5,62,58,Baby Boomers,SP,2,4,3,243,9,Silver,0
8614,29,14,389,65,Baby Boomers,AUS,2,2,2,222,6,Platinum,2
8619,4,3,15,65,Baby Boomers,SP,1,4,4,144,9,Silver,0
8624,61,14,709,64,Baby Boomers,SA,3,2,2,322,7,Gold,1
8625,70,6,39,46,Gen X,US,3,3,4,334,10,Bronze,3
8629,71,4,30,66,Baby Boomers,CA,3,4,4,344,11,Bronze,3
8643,21,16,1177,51,Gen X,IND,1,1,1,111,3,Platinum,2
8650,31,4,21,44,Gen X,SP,2,4,4,244,10,Bronze,0
8652,20,10,127,76,Pre Boomers,SA,1,3,3,133,7,Gold,0
8659,50,17,995,70,Baby Boomers,GER,2,1,1,211,4,Platinum,1
8663,85,3,14,48,Gen X,AUS,4,4,4,444,12,Bronze,3
8685,56,13,367,45,Gen X,SA,3,2,2,322,7,Gold,1
8686,65,5,43,43,Gen X,SP,3,4,4,344,11,Bronze,3
8687,54,10,273,44,Gen X,IND,3,3,3,333,9,Silver,3
8690,73,15,1183,60,Baby Boomers,CA,3,1,1,311,5,Platinum,1
8692,50,9,204,70,Baby Boomers,SP,2,3,3,233,8,Silver,3
8700,86,5,28,36,Millennials,SA,4,4,4,444,12,Bronze,3
8702,10,4,17,46,Gen X,AUS,1,4,4,144,9,Silver,0
8707,12,9,1155,66,Baby Boomers,SP,1,3,1,131,5,Platinum,2
8717,56,19,1669,47,Gen X,IND,3,1,1,311,5,Platinum,1
8720,53,1,1641,44,Gen X,IND,3,4,1,341,8,Silver,1
8722,38,17,1455,65,Baby Boomers,CA,2,1,1,211,4,Platinum,2
8724,57,5,36,40,Millennials,SP,3,4,4,344,11,Bronze,3
8726,57,7,129,58,Baby Boomers,CA,3,3,3,333,9,Silver,3
8727,63,20,967,44,Gen X,SA,3,1,1,311,5,Platinum,1
8732,81,17,1368,53,Gen X,SP,4,1,1,411,6,Platinum,1
8737,22,5,39,44,Gen X,SP,1,4,4,144,9,Silver,0
8746,28,12,1097,33,Millennials,SP,2,2,1,221,5,Platinum,2
8749,68,3,31,38,Millennials,SP,3,4,4,344,11,Bronze,3
8754,25,3,17,48,Gen X,SP,2,4,4,244,10,Bronze,0
8755,4,12,987,76,Pre Boomers,AUS,1,2,1,121,4,Platinum,2
8773,22,11,298,51,Gen X,US,1,2,2,122,5,Platinum,0
8775,74,6,95,53,Gen X,AUS,3,3,3,333,9,Silver,3
8779,13,7,136,37,Millennials,US,1,3,3,133,7,Gold,0
8780,71,11,460,72,Baby Boomers,SP,3,2,2,322,7,Gold,3
8783,40,13,413,72,Baby Boomers,AUS,2,2,2,222,6,Platinum,2
8786,52,13,382,66,Baby Boomers,GER,3,2,2,322,7,Gold,1
8789,77,10,186,33,Millennials,SP,4,3,3,433,10,Bronze,3
8799,6,7,145,38,Millennials,SP,1,3,3,133,7,Gold,0
8800,53,12,651,79,Pre Boomers,SA,3,2,2,322,7,Gold,1
8805,1,11,331,62,Baby Boomers,US,1,2,2,122,5,Platinum,0
8812,45,5,23,43,Gen X,SP,2,4,4,244,10,Bronze,0
8825,46,14,400,60,Baby Boomers,SA,2,2,2,222,6,Platinum,2
8832,24,7,98,46,Gen X,GER,1,3,3,133,7,Gold,0
8842,33,5,27,51,Gen X,SP,2,4,4,244,10,Bronze,0
8852,80,19,855,46,Gen X,SP,4,1,1,411,6,Platinum,1
8858,69,15,537,50,Gen X,CA,3,1,2,312,6,Platinum,1
8867,90,9,1766,34,Millennials,SA,4,3,1,431,8,Silver,1
8870,68,11,228,38,Millennials,SP,3,2,3,323,8,Silver,3
8876,49,7,148,59,Baby Boomers,SP,2,3,3,233,8,Silver,0
8890,1,10,242,51,Gen X,SP,1,3,3,133,7,Gold,0
8895,68,15,925,37,Millennials,SP,3,1,1,311,5,Platinum,1
8897,9,14,488,57,Baby Boomers,GER,1,2,2,122,5,Platinum,2
8908,35,8,983,63,Baby Boomers,CA,2,3,1,231,6,Platinum,2
8910,7,10,252,67,Baby Boomers,SP,1,3,3,133,7,Gold,0
8911,11,14,426,55,Gen X,SP,1,2,2,122,5,Platinum,2
8916,78,3,15,47,Gen X,SA,4,4,4,444,12,Bronze,3
8920,4,23,957,55,Gen X,IND,1,1,1,111,3,Platinum,2
8923,12,13,1268,49,Gen X,SP,1,2,1,121,4,Platinum,2
8925,38,18,663,57,Baby Boomers,SP,2,1,2,212,5,Platinum,2
8931,82,21,1342,36,Millennials,SA,4,1,1,411,6,Platinum,1
8932,57,15,1171,53,Gen X,SA,3,1,1,311,5,Platinum,1
8933,16,6,52,39,Millennials,CA,1,3,3,133,7,Gold,0
8939,49,17,585,63,Baby Boomers,SP,2,1,2,212,5,Platinum,1
8945,46,8,182,52,Gen X,SA,2,3,3,233,8,Silver,0
8952,96,16,731,69,Baby Boomers,SP,4,1,2,412,7,Gold,1
8953,94,4,32,57,Baby Boomers,SP,4,4,4,444,12,Bronze,3
8955,54,3,39,65,Baby Boomers,SP,3,4,4,344,11,Bronze,3
8957,51,11,815,70,Baby Boomers,SA,3,2,2,322,7,Gold,1
8962,18,5,34,47,Gen X,SA,1,4,4,144,9,Silver,0
8969,59,16,1001,45,Gen X,SA,3,1,1,311,5,Platinum,1
8970,93,13,432,50,Gen X,SP,4,2,2,422,8,Silver,1
8975,47,5,38,54,Gen X,SP,2,4,4,244,10,Bronze,0
8977,51,3,8,37,Millennials,SP,3,4,4,344,11,Bronze,3
8985,54,20,1047,58,Baby Boomers,SP,3,1,1,311,5,Platinum,1
8996,4,15,464,65,Baby Boomers,GER,1,1,2,112,4,Platinum,2
9010,80,15,1957,50,Gen X,SP,4,1,1,411,6,Platinum,1
9014,65,6,56,47,Gen X,IND,3,3,3,333,9,Silver,3
9029,73,14,1354,50,Gen X,SP,3,2,1,321,6,Platinum,1
9058,65,10,1611,67,Baby Boomers,SP,3,3,1,331,7,Gold,1
9064,10,13,1307,40,Millennials,SP,1,2,1,121,4,Platinum,2
9076,44,8,181,42,Gen X,SA,2,3,3,233,8,Silver,0
9080,2,6,64,50,Gen X,SP,1,3,3,133,7,Gold,0
9081,58,3,11,34,Millennials,SP,3,4,4,344,11,Bronze,3
9094,39,10,375,67,Baby Boomers,SP,2,3,2,232,7,Gold,0
9097,34,11,284,66,Baby Boomers,SP,2,2,3,223,7,Gold,0
9119,27,10,301,72,Baby Boomers,US,2,3,2,232,7,Gold,0
9120,80,13,918,60,Baby Boomers,SP,4,2,1,421,7,Gold,1
9121,40,11,1506,50,Gen X,AUS,2,2,1,221,5,Platinum,2
9135,92,3,36,72,Baby Boomers,SP,4,4,4,444,12,Bronze,3
9140,89,6,79,62,Baby Boomers,US,4,3,3,433,10,Bronze,3
9145,43,11,1100,50,Gen X,CA,2,2,1,221,5,Platinum,2
9150,21,5,61,59,Baby Boomers,SP,1,4,3,143,8,Silver,0
9153,81,17,907,58,Baby Boomers,SP,4,1,1,411,6,Platinum,1
9166,57,16,612,54,Gen X,SP,3,1,2,312,6,Platinum,1
9167,72,21,786,66,Baby Boomers,SP,3,1,2,312,6,Platinum,1
9185,38,9,986,56,Gen X,SP,2,3,1,231,6,Platinum,2
9197,92,5,37,69,Baby Boomers,SP,4,4,4,444,12,Bronze,3
9204,33,10,724,52,Gen X,SP,2,3,2,232,7,Gold,2
9206,36,17,770,54,Gen X,SP,2,1,2,212,5,Platinum,2
9209,85,17,1397,51,Gen X,SA,4,1,1,411,6,Platinum,1
9212,17,19,1440,60,Baby Boomers,SP,1,1,1,111,3,Platinum,2
9213,13,3,10,52,Gen X,SP,1,4,4,144,9,Silver,0
9214,48,11,245,31,Millennials,SP,2,2,3,223,7,Gold,0
9215,19,12,479,42,Gen X,CA,1,2,2,122,5,Platinum,2
9216,34,5,36,51,Gen X,CA,2,4,4,244,10,Bronze,0
9220,58,13,1709,51,Gen X,SP,3,2,1,321,6,Platinum,1
9224,81,13,886,50,Gen X,SA,4,2,1,421,7,Gold,1
9235,45,3,15,65,Baby Boomers,GER,2,4,4,244,10,Bronze,0
9239,94,6,114,61,Baby Boomers,US,4,3,3,433,10,Bronze,3
9240,73,14,482,51,Gen X,SP,3,2,2,322,7,Gold,1
9242,19,15,1596,32,Millennials,SA,1,1,1,111,3,Platinum,2
9246,73,12,303,37,Millennials,IND,3,2,2,322,7,Gold,3
9256,5,20,725,51,Gen X,SP,1,1,2,112,4,Platinum,2
9260,20,19,1614,77,Pre Boomers,CA,1,1,1,111,3,Platinum,2
9262,11,4,31,38,Millennials,SA,1,4,4,144,9,Silver,0
9264,1,13,1171,36,Millennials,CA,1,2,1,121,4,Platinum,2
9265,74,15,1168,69,Baby Boomers,SA,3,1,1,311,5,Platinum,1
9274,44,15,784,61,Baby Boomers,SA,2,1,2,212,5,Platinum,2
9283,49,3,16,44,Gen X,CA,2,4,4,244,10,Bronze,0
9284,21,17,801,64,Baby Boomers,SP,1,1,2,112,4,Platinum,2
9286,93,9,535,62,Baby Boomers,SP,4,3,2,432,9,Silver,3
9289,16,4,47,43,Gen X,SP,1,4,3,143,8,Silver,0
9291,25,3,14,63,Baby Boomers,SP,2,4,4,244,10,Bronze,0
9292,74,11,1149,70,Baby Boomers,SP,3,2,1,321,6,Platinum,1
9298,89,12,1717,75,Baby Boomers,SA,4,2,1,421,7,Gold,1
9303,12,1,23,46,Gen X,IND,1,4,4,144,9,Silver,0
9305,65,17,977,46,Gen X,SP,3,1,1,311,5,Platinum,1
9308,51,9,724,68,Baby Boomers,SA,3,3,2,332,8,Silver,1
9316,29,4,9,70,Baby Boomers,US,2,4,4,244,10,Bronze,0
9323,5,17,751,73,Baby Boomers,ME,1,1,2,112,4,Platinum,2
9336,38,16,595,53,Gen X,SP,2,1,2,212,5,Platinum,2
9347,49,4,38,66,Baby Boomers,SP,2,4,4,244,10,Bronze,0
9349,84,17,832,37,Millennials,GER,4,1,2,412,7,Gold,1
9353,61,9,829,63,Baby Boomers,IND,3,3,2,332,8,Silver,1
9360,41,9,161,40,Millennials,US,2,3,3,233,8,Silver,0
9362,14,16,529,57,Baby Boomers,CA,1,1,2,112,4,Platinum,2
9365,57,16,1265,46,Gen X,SP,3,1,1,311,5,Platinum,1
9369,19,21,1011,43,Gen X,GER,1,1,1,111,3,Platinum,2
9370,68,12,919,77,Pre Boomers,CA,3,2,1,321,6,Platinum,1
9381,57,14,461,44,Gen X,AUS,3,2,2,322,7,Gold,1
9384,57,14,461,44,Gen X,AUS,3,2,2,322,7,Gold,1
9386,88,11,295,60,Baby Boomers,SP,4,2,3,423,9,Silver,3
9392,17,3,16,51,Gen X,SP,1,4,4,144,9,Silver,0
9396,31,3,15,44,Gen X,SA,2,4,4,244,10,Bronze,0
9400,73,12,1267,64,Baby Boomers,SP,3,2,1,321,6,Platinum,1
9405,40,7,148,68,Baby Boomers,SA,2,3,3,233,8,Silver,0
9422,26,6,80,33,Millennials,AUS,2,3,3,233,8,Silver,0
9423,49,6,33,43,Gen X,SP,2,3,4,234,9,Silver,0
9426,77,5,760,58,Baby Boomers,SP,4,4,2,442,10,Bronze,3
9449,32,16,544,64,Baby Boomers,SA,2,1,2,212,5,Platinum,2
9451,92,19,1315,57,Baby Boomers,CA,4,1,1,411,6,Platinum,1
9460,74,5,80,59,Baby Boomers,SP,3,4,3,343,10,Bronze,3
9463,16,16,1240,63,Baby Boomers,CA,1,1,1,111,3,Platinum,2
9467,51,4,15,38,Millennials,SP,3,4,4,344,11,Bronze,3
9477,0,15,486,68,Baby Boomers,IND,1,1,2,112,4,Platinum,2
9478,30,10,283,37,Millennials,SP,2,3,3,233,8,Silver,0
9481,80,6,29,46,Gen X,CA,4,3,4,434,11,Bronze,3
9483,24,12,526,63,Baby Boomers,CA,1,2,2,122,5,Platinum,2
9485,23,8,160,36,Millennials,SA,1,3,3,133,7,Gold,0
9491,68,6,36,38,Millennials,SA,3,3,4,334,10,Bronze,3
9493,15,13,1697,42,Gen X,CA,1,2,1,121,4,Platinum,2
9495,29,8,879,40,Millennials,SP,2,3,1,231,6,Platinum,2
9499,97,10,1581,68,Baby Boomers,CA,4,3,1,431,8,Silver,1
9500,66,17,494,63,Baby Boomers,SP,3,1,2,312,6,Platinum,1
9503,65,10,202,42,Gen X,SP,3,3,3,333,9,Silver,3
9504,4,16,727,73,Baby Boomers,SP,1,1,2,112,4,Platinum,2
9507,18,11,357,47,Gen X,SP,1,2,2,122,5,Platinum,0
9516,90,19,913,51,Gen X,SP,4,1,1,411,6,Platinum,1
9523,95,3,13,40,Millennials,SP,4,4,4,444,12,Bronze,3
9529,8,12,1215,32,Millennials,SA,1,2,1,121,4,Platinum,2
9530,16,3,12,34,Millennials,SA,1,4,4,144,9,Silver,0
9543,74,3,14,37,Millennials,SP,3,4,4,344,11,Bronze,3
9553,94,3,5,35,Millennials,IND,4,4,4,444,12,Bronze,3
9559,79,20,1004,61,Baby Boomers,CA,4,1,1,411,6,Platinum,1
9560,18,15,1487,57,Baby Boomers,SP,1,1,1,111,3,Platinum,2
9576,60,8,146,40,Millennials,SP,3,3,3,333,9,Silver,3
9579,61,4,88,63,Baby Boomers,CA,3,4,3,343,10,Bronze,3
9589,54,11,903,74,Baby Boomers,IND,3,2,1,321,6,Platinum,1
9592,51,5,22,39,Millennials,SP,3,4,4,344,11,Bronze,3
9595,1,8,1524,61,Baby Boomers,SP,1,3,1,131,5,Platinum,2
9596,19,16,514,42,Gen X,US,1,1,2,112,4,Platinum,2
9597,10,16,531,53,Gen X,CA,1,1,2,112,4,Platinum,2
9606,64,10,1425,57,Baby Boomers,SP,3,3,1,331,7,Gold,1
9612,3,4,15,35,Millennials,SP,1,4,4,144,9,Silver,0
9617,37,4,9,71,Baby Boomers,SA,2,4,4,244,10,Bronze,0
